NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT
1351	0	下列星座何者不是属于『土象星座』？	射手座	处女座	魔羯座	金牛座
1352	0	下列星座何者不是属于『水象星座』？	水瓶座	巨蟹座	双鱼座	天蝎座
1353	0	下列星座何者不是属于『火象星座』？	魔羯座	射手座	狮子座	牡羊座
1354	0	下列星座何者不是属于『风象星座』？	射手座	水瓶座	天秤座	双子座
1355	0	4个选项中只有一个是植物，你知道是哪个吗？	花鳅	芸香	虎皮鹦鹉	汗血马
1356	0	4个选项中只有一个是植物，你知道是哪个吗？	花鳅鱼	苦木	花头鹦鹉	基奈山狼
1357	0	下列哪一个不是麻将术语？	碰	喝	吃	摸
1358	0	4个选项中只有一个是植物，你知道是哪个吗？	花斑裸鲤	蒺藜	虎皮鹦鹉	柏布马
1359	0	4个选项中只有一个是植物，你知道是哪个吗？	魟鱼	酢浆草	红色吸蜜鹦鹉	西南马
1360	0	4个选项中只有一个是植物，你知道是哪个吗？	胡瓜鱼	牻牛儿苗	红胁吸蜜鹦鹉	三河马
1361	0	4个选项中只有一个是植物，你知道是哪个吗？	胡子鲶鱼	旱金莲	红腰鹦鹉	伊犁马
1362	0	4个选项中只有一个是植物，你知道是哪个吗？	蝴蝶鱼	亚麻	虹彩吸蜜鹦鹉	山丹马
1363	0	下列哪一个是麻将术语？	尖	进	听	了
1364	0	4个选项中只有一个是植物，你知道是哪个吗？	合鳃鳗	悬铃木	红颏吸蜜鹦鹉	索马里狮
1365	0	4个选项中只有一个是植物，你知道是哪个吗？	河鳗	蔷薇	红蓝吸蜜鹦鹉	喀啦哈里狮
1366	0	4个选项中只有一个是植物，你知道是哪个吗？	河鲀	牛栓藤	红领绿鹦鹉	蒙古马
1367	0	4个选项中只有一个是植物，你知道是哪个吗？	黑龙江杜文鱼	豆	红帽鹦鹉	哈萨克斯坦马
1368	0	4个选项中只有一个是植物，你知道是哪个吗？	海桐花	海马	红喉绿吸蜜鹦鹉	东非狮
1369	0	4个选项中只有一个是植物，你知道是哪个吗？	金缕梅	海鳗	红喉吸蜜鹦鹉	亚洲狮
1370	0	植物用途广泛，请您找到属于植物的选项？	十字花	虹彩吸蜜鹦鹉	黑天鹅	安哥拉狮
1371	0	植物用途广泛，请您找到属于植物的选项？	木犀草	狗鱼	红斑吸蜜鹦鹉	欧洲狮
1372	0	植物用途广泛，请您找到属于植物的选项？	辣木	狗鱼	红翅鹦鹉	刚果狮
1373	0	植物用途广泛，请您找到属于植物的选项？	伯乐树	鲑鱼	红顶锥尾鹦鹉	德兰士瓦狮
1374	0	植物用途广泛，请您找到属于植物的选项？	猪笼草	桂鱼	红额鹦鹉	巴巴里狮
1375	0	植物用途广泛，请您找到属于植物的选项？	景天	鳜鱼	红耳锥尾鹦鹉	马赛狮
1376	0	植物用途广泛，请您找到属于植物的选项？	虎耳草	海龙	红腹锥尾鹦鹉	开普狮
1377	0	植物用途广泛，请您找到属于植物的选项？	昆栏树	东坡鱼	非洲鸵鸟	华南虎
1378	0	植物用途广泛，请您找到属于植物的选项？	连香树	杜父鱼	绯胸鹦鹉	巴利虎
1379	0	植物用途广泛，请您找到属于植物的选项？	毛茛	短鳍鳗	粉红凤头鹦鹉	东南亚虎
1380	0	植物用途广泛，请您找到属于植物的选项？	木通	短尾线鳗	蜂鸟	印支虎
1381	0	植物用途广泛，请您找到属于植物的选项？	防己	多宝鱼	公鸡	苏门答腊虎
1382	0	植物用途广泛，请您找到属于植物的选项？	木兰	翻车鱼	公主鹦鹉	孟加拉国虎
1383	0	植物用途广泛，请您找到属于植物的选项？	水青树	鲂鱼	古巴锥尾鹦鹉	里海虎
1384	0	植物用途广泛，请您找到属于植物的选项？	蜡梅	飞鱼	贵妃吸蜜鹦鹉	新疆虎
1385	0	植物用途广泛，请您找到属于植物的选项？	肉豆蔻	菲律宾鳗	褐色吸蜜鹦鹉	白虎
1386	0	植物用途广泛，请您找到属于植物的选项？	樟	鲱鱼	褐头绿吸蜜鹦鹉	雪虎
1387	0	植物用途广泛，请您找到属于植物的选项？	莲叶桐	风鳗	黑翅吸蜜鹦鹉	东南亚虎
1388	0	植物用途广泛，请您找到属于植物的选项？	罂粟	凤尾鱼	黑顶吸蜜鹦鹉	印支虎
1389	0	植物用途广泛，请您找到属于植物的选项？	马齿苋	大头鳗	东部玫瑰鹦鹉	东北虎
1390	0	植物用途广泛，请您找到属于植物的选项？	落葵	大眼长尾鲨	东玫瑰鹦鹉	西伯利亚虎
1391	0	植物用途广泛，请您找到属于植物的选项？	石竹	带鱼	杜鹃	阿穆尔虎
1392	0	植物用途广泛，请您找到属于植物的选项？	睡莲	鲷鱼	鹅	乌苏里虎
1393	0	植物用途广泛，请您找到属于植物的选项？	金鱼藻	鲽鱼	鹅	满洲虎
1394	0	植物用途广泛，请您找到属于植物的选项？	商陆树	达氏蛇鱼	帝汶红翅鹦鹉	角马
1395	0	下列动物中，耳朵最大的是？	大象	兔子	鲸鱼	犀牛
1396	0	下列哪个选项属于植物类？	苋	刺盖鱼	丹顶鹤	驼鹿
1397	0	下列哪个选项属于植物类？	紫茉莉	达氏鳇	淡头玫瑰鹦鹉	牦牛
1398	0	下列电器何者不宜在就寝中使用？	电暖器	冷气	电风扇	洗衣机
1399	0	下列哪个选项属于植物类？	蓼	赤眼鳟	大鸨	骆驼
1400	0	下列哪个选项属于植物类？	藜	锤头双髻鲨	大雁	藏羚羊
1401	0	属于植物类的选项是哪个？	铁青树	草鲤	伯纳德氏鹦鹉	考拉
1402	0	下列哪个选项属于植物类？	山柚子	草鱼	布谷鸟	食蚁兽
1403	0	下列哪个选项属于植物类？	檀香树	鲳鱼	彩绘锥尾鹦鹉	狼
1404	0	下列哪个选项属于植物类？	桑寄生树	长鳍金枪鱼	超级鹦鹉	狈
1405	0	下列哪个选项属于植物类？	马兜铃草	长鳍鳍鲶鱼	橙顶锥尾鹦鹉	豺
1406	0	下列哪个选项属于植物类？	大花草	长尾鲨	橙腹鹦鹉	河马
1407	0	属于植物类的选项是哪个？	桑树	扁头平鳅	白眼锥尾鹦鹉	海龟
1408	0	属于植物类的选项是哪个？	荨麻草	波鱼大海鲢	百灵	驴子
1409	0	属于植物类的选项是哪个？	川苔草	玻璃鳗	北部玫瑰鹦鹉	梅花鹿
1410	0	女性单独搭乘出租车时，较安全的位置是？	司机正后方	司机右方	司机右后方	都很安全
1411	0	小吃『青蛙下蛋』中，蛋指的是什么？	粉圆	红豆	汤圆	西米露
1412	0	小明中了统一发票五奖1000元，请问他要缴中奖税多少钱？	0元	200元	100元	150元
1413	0	小明中了统一发票头奖20万元，请问他要缴中奖税多少钱？？	3万元	4万元	1.5万元	2万元
1414	0	小苏打的成分？	碳酸氢纳	碳酸纳	碳酸钙	碳酸钾
1415	0	山姆大叔是哪一国的形象象征？	美国	英国	法国	德国
1416	0	属于植物类的选项是哪个？	马尾树	扁鲨	白眼鹦哥	乌龟
1417	0	川菜『五更肠旺』中的『肠旺』最常利用？	猪肠鸭血	鸡肠鸭血	鹅肠猪血	牛肠猪血
1418	0	工业用酒精的主要成分为？	甲醇	乙醇	丙醇	丁醇
1419	0	不要将食物堵在冷气的何处，以免造成冷气不冷与食物腐败？	出风口	散热口	压缩机旁	冷煤区
1420	0	不会游泳的人，我们叫他？	旱鸭子	落汤鸡	凸眼鱼	肥猪猪
1421	0	属于植物类的选项是哪个？	壳斗木	比目鱼	白头雕	长颈鹿
1422	0	中正纪念堂牌楼上写的四个大字是？	大中至正	忠孝仁爱	礼义廉耻	欢迎光临
1423	0	属于植物类的选项是哪个？	桦木	北鳅	白天鹅	大象
1424	0	中式烹调有句话说：三分技术，七分？	火侯	口感	运气	实力
1425	0	属于植物类的选项是哪个？	胡桃	北极茴鱼	白玫瑰鹦鹉	鳄鱼
1426	0	有鳞的哺乳类动物是	穿山甲	鲸鱼	海豚	鳄鱼
1427	0	身分证上男女除了性别、颜色、身分证字号不同外，何种字段还有差异性？	役别栏	姓名栏	备注栏	配偶栏
1428	0	身分证字号上共有几位数字？	9位	8位	10位	7位
1429	0	属于植物类的选项是哪个？	杨柳	棒花鱼	白颈锥尾鹦鹉	犀牛
1430	0	企鹅是由谁来孵蛋	企鹅爸爸	企鹅妈妈	路人甲	北极熊
1431	0	海豚在水中是靠什么探测物体	声纳	眼力	侧线	嗅觉
1432	0	哪一种动物的脚最多	蜈蚣	蜘蛛	蚱蜢	螳螂
1433	0	下列哪一种是厚皮动物	犀牛	乌龟	斑马	大象
1434	0	机车行照每几年更换一次？	2年	1年	3年	4年
1435	0	常见通用的电视系统是？	NTSC	PAL	ADSL	DVD
1436	0	属于植物类的选项是哪个？	金粟兰	斑鲨	白耳锥尾鹦鹉	豹子
1437	0	哪个选项属于植物？	交让木	巴西达摩鲨	鹌鹑	猫
1438	0	哪个选项属于植物？	白花菜	巴鱼	澳北玫瑰鹦鹉	狗
1439	0	哪个选项属于植物？	山毛榉	巴鱼	澳洲国王鹦鹉	刺猬
1440	0	哪个选项属于植物？	木麻黄草	白甲鱼	澳洲鸵鸟	老虎
1441	0	哪个选项属于植物？	三白草	白鲨	八哥	狮子
1442	0	哪个选项属于植物？	胡椒树	白鳝	巴布亚吸蜜鹦鹉	熊
1443	0	切面包时刀子沾上哪种物质会比较好切？	水	油	果酱	果汁
1444	0	属于植物类的选项是哪个？	山柳	白鳝	阿得雷德玫瑰鹦鹉	猪
1445	0	属于植物类的选项是哪个？	野茉莉	澳洲鳗	阿德莱玫瑰鹦鹉	马
1446	0	属于植物类的选项是哪个？	蓝雪草	巴哈马锯鲨	艾尔欧若锥尾鹦鹉	牛
1447	0	属于植物类的选项是哪个？	第伦桃	巴鳅	安汶岛国王鹦鹉	羊
1448	0	哪种动物属于鳞翅目昆虫？	鲭鱼	食蚁兽	亚马逊鹦鹉	竹长纹黛眼蝶
1449	0	哪种动物属于鳞翅目昆虫？	雀鳝	狼	月状鹦鹉	日月蝶
1450	0	哪种动物属于鳞翅目昆虫？	如花鱼	骆驼	棕脸侏鹦鹉	竹尖头眼蝶
1451	0	文具用的浆糊，主要是用哪一种原料制成的？	糯米	小麦	白米	大麦
1452	0	哪种动物属于鳞翅目昆虫？	欧洲鳗	鳄鱼	维.乌尔特氏无花果鹦鹉	黑丸灰蝶
1453	0	哪种动物属于鳞翅目昆虫？	爬岩鳅	大象	伟伯氏虹彩吸蜜鹦鹉	钮灰蝶
1454	0	哪种动物属于鳞翅目昆虫？	平鳍鳅	黑猩猩	伪装情侣鹦鹉	珍贵妩灰蝶
1455	0	哪种动物属于鳞翅目昆虫？	平鱼	乌龟	西狄丝玛雷斯特氏无花果鹦鹉	大紫琉璃灰蝶
1456	0	以鲜花植物为食物来源，并为其授粉的生物是？	鲮属等	中华锯倒刺	萨尔瓦多橙胸无花果鹦鹉	峦太锯灰蝶
1457	0	以鲜花植物为食物来源，并为其授粉的生物是？	柳叶鳗	中华鲟	萨尔瓦多无花果鹦鹉	曲纹拓灰蝶
1458	0	以鲜花植物为食物来源，并为其授粉的生物是？	六鳃锯鲨	锥齿鲨	塞内加尔鹦鹉	豹灰蝶
1459	0	花纹朴素，后翅有两个眼状斑纹的昆虫叫什么名字？	鲈鳗	巴基度犬	桑巴虹彩吸蜜鹦鹉	细灰蝶
1460	0	以鲜花植物为食物来源，并为其授粉的生物是？	路氏双髻鲨	猪	桑岛短尾鹦鹉	锯瓣娜灰蝶
1461	0	以鲜花植物为食物来源，并为其授粉的生物是？	罗非鱼	马	沙比克橙胸无花果鹦鹉	古楼娜灰蝶
1462	0	以鲜花植物为食物来源，并为其授粉的生物是？	裸裂尻鱼	牛	史旺森氏虹彩吸蜜鹦鹉	素雅灰蝶
1463	0	以鲜花植物为食物来源，并为其授粉的生物是？	麦穗鱼	羊	史赘斯曼氏虹彩吸蜜鹦鹉	雅灰蝶
1464	0	以鲜花植物为食物来源，并为其授粉的生物是？	鳗鲡鱼	猫	鼠短尾鹦鹉	锡冷雅灰蝶
1465	0	下翅尾部斑纹处伸出针状延长部分，分布于南方的昆虫叫什么？	猫鲨	狗	双眼无花果鹦鹉	亮灰蝶
1466	0	以鲜花植物为食物来源，并为其授粉的生物是？	梅花鲨	刺猬	斯里兰卡短尾鹦鹉	吉灰蝶
1467	0	以鲜花植物为食物来源，并为其授粉的生物是？	美洲鳗	老虎	苏拉威西短尾鹦鹉	酢酱灰蝶
1468	0	以鲜花植物为食物来源，并为其授粉的生物是？	蒙古红	狮子	太格拉双眼无花果鹦鹉	毛眼灰蝶
1469	0	以鲜花植物为食物来源，并为其授粉的生物是？	泥鳅	熊	桃脸情侣鹦鹉	蓝灰蝶
1470	0	翅膀尾部有橘色背景，上面是一对黑色大眼睛的昆虫叫什么？	拟皱唇鲨	豹子	图伊鹦哥	长尾蓝灰蝶
1471	0	以鲜花植物为食物来源，并为其授粉的生物是？	鲶鱼	犀牛	瓦氏短尾鹦鹉	点玄灰蝶
1472	0	以鲜花植物为食物来源，并为其授粉的生物是？	鲶鱼	蜥蜴	威尔帝金刚鹦鹉	波太玄灰蝶
1473	0	下翅尾突基部的眼纹让其他肉食性小动物误认为其为头部而发动攻击，因此可能逃过一劫的昆虫叫什么？	锯鲨	银鳗	米利戈德金刚鹦鹉	淡黑玳灰蝶
1474	0	蝶类生物在第几项？	锯尾鲨	蚓鳗	米契尔氏虹彩吸蜜鹦鹉	红燕灰蝶
1475	0	蝶类生物在第几项？	卷口鱼	印度尼西亚鳗	面罩情侣鹦鹉	霓纱燕灰蝶
1476	0	蝶类生物在第几项？	康吉鳗	蚓鳗	摩鹿加短尾鹦鹉	高沙子燕灰蝶
1477	0	蝶类生物在第几项？	腊光长鳅	油康吉鳗	南方绿颈吸蜜鹦鹉	燕灰蝶
1478	0	蝶类生物在第几项？	蓝鳍金枪鱼	远海长尾鲨	尼安鹦鹉	生灰蝶
1479	0	较多分布在南京，下翅有天生缺口的昆虫叫什么？	姥鲨	杂色杜文鱼	尼尼勾虹彩吸蜜鹦鹉	尼彩梳灰蝶
1480	0	蝶类生物在第几项？	鲤鱼	哲罗鱼	尼亚情侣鹦鹉	杨氏洒灰蝶
1481	0	蝶类生物在第几项？	连鳃鳗	真鲨	纽玛氏橙胸无花果鹦鹉	浓紫彩灰蝶
1482	0	蝶类生物在第几项？	鲢鱼	真鲨	浅蓝头虹彩吸蜜鹦鹉	斜斑彩灰蝶
1483	0	蝶类生物在第几项？	裂腹鱼	直口鲮	青铜翅鹦鹉	黑灰蝶
1484	0	蝶类生物在第几项？	鲮鱼	中华鱼	瑞氏灰头鹦鹉	锯灰蝶
1485	0	火灾现场，是为了避免吸入浓烟，最好利用何物遮住口鼻？	湿布	干布	尿布	抹布
1486	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	格陵兰狼	海龙	青凤蝶	黑鹿
1487	0	善于采花粉的昆虫是？	秘鲁马驼鹿	茴鱼	铁木莱异灰蝶	藏獒
1488	0	善于采花粉的昆虫是？	智利马驼鹿	寄生鳗	鹿灰蝶	西施犬
1489	0	善于采花粉的昆虫是？	墨西哥鹿	鲫鱼	白斑灰蝶	英国可卡
1490	0	善于采花粉的昆虫是？	布氏鹿	尖尾鲨	斑灰蝶	比格猎兔犬
1491	0	翅膀花纹为分节的棒状有，斑纹中夹有银色的细线的昆虫叫什么？	矮墨西哥鹿	尖吻七鳃鲨	银线灰蝶	爱尔兰雪达
1492	0	善于采花粉的昆虫是？	褐墨西哥鹿	剑吻鲨	豆粒银线灰蝶	北京犬
1493	0	善于采花粉的昆虫是？	倭墨西哥鹿	江鳕	凤灰蝶	威尔士柯基
1494	0	两翅正反面斑纹截然不同，前翅多呈三角形；中室为闭式或开式的昆虫叫什么？	小墨西哥鹿	角鲨	珀灰蝶	喜乐帝犬
1495	0	善于采花粉的昆虫是？	黑尾鹿	金枪鱼	双尾灰蝶	萨摩耶犬
1496	0	善于采花粉的昆虫是？	维基尼亚鹿	鲸鲨	豹斑双尾灰蝶	边境牧羊犬
1497	0	后翅花纹像两条腿的昆虫叫什么？	草原鹿	颈鳗	二尾灰蝶	拳师犬
1498	0	善于采花粉的昆虫是？	北普度鹿	镜鲤鱼	安灰蝶	吉娃娃犬
1499	0	善于采花粉的昆虫是？	豚鹿	巨齿鲨	莱灰蝶	德国牧羊犬
1500	0	善于采花粉的昆虫是？	白唇鹿	巨口鲨	绿灰蝶	猎狐梗犬
1501	0	善于采花粉的昆虫是？	阿氏鹿	锯犁鳗	玳灰蝶	杜宾犬
1502	0	世界通用的紧急求救讯号，是用哪三个英文字母？	SOS	OMG	ZZZ	OSO
1503	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	得克萨斯灰狼	鲑鱼	黑脉粉蝶	梅花鹿
1504	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	大平原狼	桂鱼	暗脉菜粉蝶	宿氏鹿
1505	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	布法罗狼	鳜鱼	冰清娟蝶	鬣鹿
1506	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	密歇根山谷狼	鳜鱼	丝带凤蝶	水鹿
1507	0	以下哪项属于昆虫？	胭脂鱼	宽纹黄室弄蝶	不列颠哥伦比亚狼	翻车鱼
1508	0	以下哪项属于昆虫？	燕鱼	直纹黄室弄蝶	范库弗狼	鲂鱼
1509	0	以下哪项属于昆虫？	傜山鱼	红翅长标弄蝶	小瀑布山狼	飞鱼
1510	0	以下哪项属于昆虫？	鳐鱼	紫翅长标弄蝶	哈德逊湾狼	非洲鳗
1511	0	以下哪项属于昆虫？	野鲮	黑脉长标弄蝶	马尼托巴狼	菲律宾鳗
1512	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	异鳗	黄纹长标弄蝶	北落基山狼	鲱鱼
1513	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	阴影绒毛鲨	黄斑弄蝶	拉布拉多狼	风鳗
1514	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	银鱼	珀弄蝶	亚历山大群岛狼	凤尾鱼
1515	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	东部森林狼	鱼	斑缘豆粉蝶	沼鹿
1516	0	翅面白色，前翅中室有一黑斑，顶角和后翅外缘由几个黑斑组成花纹状的粉蝶叫什么？	密歇根苔原狼	银鱼	云粉蝶	马鹿
1517	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	巴芬岛苔原狼	狗鱼	菜粉蝶	坡鹿
1518	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	鳕鱼	孔子黄室弄蝶	墨西哥狼	短尾线鳗
1519	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	鲟鱼	曲纹黄室弄蝶	纽芬兰狼	短吻锯鲨
1520	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	鸭嘴鳗	尖翅黄室弄蝶	班克斯岛苔原狼	多宝鱼
1521	0	以下适合放到微波炉中的器皿材质是？	白色瓷器	金属材质	硅胶容器	橡胶材质
1522	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	须鲨	希弄蝶	北极狼	短鳍鳗
1523	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	武昌鱼	黑标孔弄蝶	蒙古马	达氏鳇
1524	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	西里伯斯鳗	盒纹孔弄蝶	哈萨克斯坦马	达氏蛇鱼
1525	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	细鳞鱼	刺纹孔弄蝶	河曲马	大白鲨
1526	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	细尾长尾鲨	黄赭弄蝶	西南马	大头鳗
1527	0	请指出属于昆虫的动物？	线口鳗	针纹赭弄蝶	三河马	大眼长尾鲨
1528	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	线鳗	黑豹弄蝶	伊犁马	带鱼
1529	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	箱鱼	旖弄蝶	山丹马	鲷鱼
1530	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	小吻鱼	黄斑蕉弄蝶	荷兰温血马	鲽鱼
1531	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	新疆重唇角鱼	椰弄蝶	柏布马	东坡鲤属
1532	0	美丽优雅的蝶类生物，色彩缤纷，请您找到它？	新西兰鳗	玛弄蝶	汗血马	东坡鱼
1533	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	伪海鳝	中华谷弄蝶	塞内加尔狮	赤眼鳟
1534	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	乌鳢鱼	近赭谷弄蝶	索马里狮	锤头双髻鲨
1535	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	鲐鱼	直纹稻弄蝶	斑点狮	鲳鱼
1536	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	唐鱼	南亚谷弄蝶	马赛狮	长鳍金枪鱼
1537	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	条鱼	印度谷弄蝶	开普狮	长鳍鳍鲶鱼
1538	0	下面哪个选项属于飞行类昆虫？	丝鳗	放踵珂弄蝶	欧洲狮	玻璃鳗
1539	0	下面哪个选项属于飞行类昆虫？	四须盘鱼	方斑珂弄蝶	刚果狮	玻璃鱼
1540	0	下面哪个选项属于飞行类昆虫？	鳎鱼	么纹稻弄蝶	德兰士瓦狮	草鲤
1541	0	下面哪个选项属于飞行类昆虫？	台湾鲨	曲纹稻弄蝶	巴巴里狮	草鱼
1542	0	下面哪个选项属于飞行类昆虫？	鲥鱼	刺胫弄蝶	印支虎	扁鲨
1543	0	下面哪个选项属于飞行类昆虫？	鼠鲨	刷翅刺胫弄蝶	东北刚果狮	扁头平鳅
1544	0	可将久未使用的断水原子笔浸泡在何种液体中，擦干后就可以恢复昔日的流利顺畅？	盐酸	醋	热水	冰水
1545	0	可乐最初是被当作治疗何种症状的成药？	肠胃不适	抽筋	头痛	昏迷
1546	0	古时候说的『地牛翻身』，指的是哪一种天然灾害？	水灾	火灾	地震	风灾
1547	0	下面哪个选项属于飞行类昆虫？	沙丁鱼	黑锷弄蝶	苏门答腊虎	白鳝
1548	0	下面哪个选项属于飞行类昆虫？	色拉白眼鲛	腌翅弄蝶	孟加拉国虎	斑鲨
1549	0	下面哪个选项属于飞行类昆虫？	沙鳅	窄翅弄蝶	里海虎	棒花鱼
1550	0	下面哪个选项属于飞行类昆虫？	鲨鱼	独子酣弄蝶	新疆虎	豹纹鲨
1551	0	下面哪个选项属于飞行类昆虫？	鳝鱼	双子酣弄蝶	黑蓝虎	北极茴鱼
1552	0	下面哪个选项属于飞行类昆虫？	蛇鳗	琵弄蝶	白虎	北鳅
1553	0	下面哪个选项属于飞行类昆虫？	鱼	花裙陀弄蝶	雪虎	比目鱼
1554	0	哪个名字代表一种蝴蝶？	食人鲨	双色舟弄蝶	东南亚虎	比目鱼
1555	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	雅弄蝶	马仙纳氏虹彩吸蜜鹦鹉	东南亚虎	比目鱼
1556	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	姜弄蝶	马歇尔氏双眼无花果鹦鹉	印支虎	白甲鱼
1557	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	疑锷弄蝶	麦耶氏鹦鹉	爪哇虎	白鲨
1558	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	锦瑟弄蝶	绿额短尾鹦鹉	阿穆尔虎	比目鱼
1559	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	沾边裙弄蝶	绿领鹦鹉	乌苏里虎	澳洲鳗
1560	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	黑边裙弄蝶	绿侏鹦鹉	满洲虎	巴哈马锯鲨
1561	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	曲纹袖弄蝶	罗森博格氏虹彩吸蜜鹦鹉	朝鲜虎	巴鳅
1562	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	森下袖弄蝶	马岛鹦鹉	华南虎	巴西达摩鲨
1563	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	毛弄蝶	莱呈瑙氏橙胸无花果鹦鹉	藏羚羊	阿特拉斯棕熊
1564	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	梳翅弄蝶	蓝冠短尾鹦鹉	驼鹿	北非棕熊
1565	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	黑弄蝶	蓝脸虹彩吸蜜鹦鹉	牦牛	懒熊
1566	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	中华捷弄蝶	蓝头鹦哥	角马	马来熊
1567	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	角翅弄蝶	鳞头鹦哥	驼鹿	马来貘
1568	0	昆虫都有六条腿，请您在下列生物中找到昆虫选项？	飒弄蝶	鲁佩氏鹦鹉	东北虎	三趾树懒
1569	0	蝴蝶也是昆虫的一种，请您找到属于蝴蝶的选项？	小星弄蝶	金丝翅鹦哥	狼	猫熊
1570	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	白弄蝶	卡布里金刚鹦鹉	狈	大猫熊
1571	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	欧彩弄蝶	卡克什恩无花果鹦鹉	豺	棕熊
1572	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	花窗弄蝶	卡洛沙金刚鹦鹉	河马	美洲黑熊
1573	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	幽窗弄蝶	卡米洛特-加龙省金刚鹦鹉	骡子	北极熊
1574	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	无趾弄蝶	黄顶侏鹦鹉	熊	阿富汗狐
1575	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	三斑趾弄蝶	黄喉短尾鹦鹉	豹子	南非狐
1576	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	无斑趾弄蝶	黄面鹦鹉	犀牛	沙狐
1577	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	纬带趾弄蝶	黄腿凯克鹦鹉	蜥蜴	藏狐
1578	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	尖翅弄蝶	黄尾凯克鹦鹉	鳄鱼	敏狐
1579	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	绿弄蝶	黄胸侏鹦鹉	大象	苍狐
1580	0	蝴蝶也是昆虫的一种，请您找到属于蝴蝶的选项？	半黄绿弄蝶	灰颊鹦哥	长颈鹿	吕佩尔狐
1581	0	蝴蝶也是昆虫的一种，请您找到属于蝴蝶的选项？	斜带大弄蝶	灰巾鹦哥	黑猩猩	草原狐
1582	0	蝴蝶也是昆虫的一种，请您找到属于蝴蝶的选项？	微点大弄蝶	灰蓝头鹦鹉	乌龟	赤狐
1583	0	蝴蝶也是昆虫的一种，请您找到属于蝴蝶的选项？	峨眉大弄蝶	灰头情侣鹦鹉	海龟	耳廓狐
1584	0	蝴蝶也是昆虫的一种，请您找到属于蝴蝶的选项？	窗斑大弄蝶	回声鹦鹉	驴子	大熊猫
1585	0	蝴蝶也是昆虫的一种，请您找到属于蝴蝶的选项？	银带大弄蝶	火焰金刚鹦鹉	梅花鹿	马来熊
1586	0	蝴蝶也是昆虫的一种，请您找到属于蝴蝶的选项？	疏星弄蝶	吉温侏鹦鹉	袋鼠	懒熊
1587	0	蝴蝶也是昆虫的一种，请您找到属于蝴蝶的选项？	白角星弄蝶	贾丁氏鹦鹉	考拉	眼镜熊
1588	0	族群庞大的昆虫家族曾经主导世界，请您找到昆虫选项？	丽金龟子	虹彩吸蜜鹦鹉	猫	黑背犬
