NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	NUM
365	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G标志北宋灭亡的历史事件是？	靖康之变	澶渊之盟	金朝建立	南宋建立	1
366	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪个地方是回教圣地？	罗马	麦加	大马士革	巴格达	2
367	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪个国家位于尼罗河下游？	以色列	巴勒斯坦	约旦	埃及	4
368	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G毛公鼎""是什么时代的青铜器？"	春秋	战国	东周	西周	4
369	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G春秋时期同晋国争霸中原的诸侯国是？	楚	秦	宋	齐	1
370	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪个国家最先有民主政府？	罗马	希腊	英国	尼德兰	2
371	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪个朝代没有修过长城？	秦	西汉	唐	明	3
372	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪个民族建立的北魏：	匈奴	羌族	鲜卑族	女真	3
373	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪位三国人物甘愿受一百脊杖行苦肉计再去曹营诈降？	黄忠	黄盖	蔡瑁	张允	2
374	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪位人物拥有无字碑	武则天	唐太宗	秦始皇	汉武帝	1
375	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪位提出性恶论""？"	荀子	墨子	庄子	老子	1
376	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界第一长河是？	湄公河	尼罗河	长江	亚马孙河	2
377	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪本古典名著中出现了一百零八条好汉？	水浒传	三国演义	隋唐英雄传	左传	1
378	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪本着作不是四书""之一？"	大学	庄子	论语	中庸	2
379	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪次战役奠定了曹操统一北方的基础：	赤壁之战	虎牢关之战	官渡之战	徐州之战	3
380	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪种动物的眼睛会一天三变？	狗	鱼类	老鼠	猫	4
381	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G以下不是古代的四大美女的是	貂蝉	王昭君	赵飞燕	杨玉环	3
382	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G埃及艳后克丽奥佩特拉是哪个国家的人	罗马	埃及	希腊	马其顿	3
383	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G东蓠把酒黄昏后，有暗香盈袖，莫道不消魂，帘卷西风，人比黄花瘦。是谁所作：	李清照	李煜	李商隐	柳永	1
384	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G成吉思汗病逝于哪一年？	1227年	1217年	1226年	1220年	1
385	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G三国时，刘备为了对抗曹军，派诸葛亮在哪儿与孙权结盟？	建康	柴桑	小沛	零陵	2
386	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G西厢记的作者是？	施耐庵	关汉卿	罗贯中	王实甫	4
387	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G曾为世界最高的巴米扬大佛位于哪一个国家？	巴基斯坦	哈萨克斯坦斯坦	阿富汗	伊朗	3
388	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G诗经共有多少篇	305	308	405	265	1
389	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G三国时，以下谁不是刘备的五虎将""："	关羽	魏延	赵云	马超	2
390	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G鸡为什么要吃小石子？	帮助消化	锻炼捕食能力	条件反射	动物本能	1
391	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下面哪一位不是唐宋八大家"""""	韩愈	范仲淹	柳宗元	欧阳修	2
392	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G明哲保身这个成语出自哪里？	易经	论语	诗经	老子	3
393	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G历史上曾有的风声雨声读书声声声入耳，家事国事天下事事事关心""对联是在："	东林书院	岳麓书院	白鹿洞书院	石鼓书院	1
394	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G第一届足球世界杯的得主是哪个国家？	阿根廷	巴西	意大利	乌拉圭	4
395	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G生物进行一切生命活动的基础是	光合作用	呼吸	新陈代谢	繁殖	3
396	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪位拳手在退役后饱受帕金森综合症的困扰	泰森	霍利菲尔德	阿里	克里琴科	3
397	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G生物体内最多的有机物是	脂肪	蛋白质	碳水化合物	醣类	2
398	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪一个人物，在成为画家前当过船员，当过股票经纪人？	塞尚（P.Cezanne）	梵谷（V.vanGogh）	高更（P.Gauguin）	马约尔（A.Maillol）	3
399	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪一个是北宋山水画大师郭熙的名作？	晚春图	思春图	早春图	叫春图	3
400	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G健康的狗鼻子是	干燥的	干裂的	红肿的	潮湿的	4
401	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G在网球场上号称发球机器的运动员叫什么名字?	桑普拉斯	张德培	萨芬	伊凡尼塞维奇	4
402	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G什么动物能不吃东西活最久	蜗牛	无尾熊	蟒蛇	山兔	3
403	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#GNBA球员纳什是哪个国家的运动员：	美国	西班牙	德国	加拿大	4
404	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G2008年的奥运篮球金牌是由美国队获得，那亚军球队是哪支?	德国	立陶宛	西班牙	阿根廷	3
405	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪一种动物是冷血动物	狮子	猫	蛇	大象	3
406	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G被誉为现代足球的起源地是哪里？	法国	德国	英格兰	爱尔兰	3
407	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列哪一个画家把印象派的笔触改变成像缎带一般滑润的涡状画？	高更（P.Gauguin）	塞尚（P.Cezanne）	梵谷（V.vanGogh）	马约尔（A.Maillol）	3
408	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G在足球场上最容易得心脏病的是哪个位置的队员？	前锋	后卫	守门员	中场	3
409	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列画家中被喻为『日光画家』的是？	高更	莫内	米勒	赛尚	2
410	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列颜色何者的明度最高？	红色	蓝色	黄色	绿色	3
411	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G康熙皇帝的庙号是：	圣祖	世祖	太祖	太宗	1
412	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G吴敬梓是哪本名著的作者？	《儒林外史》	《官场现形记》	《孽海花》	《老残游记》	1
413	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列艺术家中，活跃于唐代的是？	王维	展子虔	苏轼	崔子忠	1
414	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G海洋中最多的生物是？	海藻	浮游生物	蕨类植物	鱼类	2
415	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G计算机发明于哪一年？	1944年	1945年	1946年	1948年	3
416	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G小学水墨教学中，应该以何种类型题材为创作的入门？	生活题材	临摹古画	想象画	古人文章	1
417	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G法国号""又称作："	大号	小号	圆号	黑管	3
418	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G汇入大西洋的河流是哪一条？	刚果河	莱茵河	易北河	亚马孙河	4
419	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G发生日蚀""是由于什么挡住了太阳："	月亮	火星	地球	水星	1
420	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G普利策奖是什么方面的大奖？	新闻、文化	文学	音乐	艺术	1
421	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G成都的市花是：	芙蓉花	金达莱	牡丹	芍药	1
422	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界最重要的IT高科技产业基地硅谷位于美国的哪个州？	加州	纽约州	华盛顿州	佛罗里达州	1
423	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G已故的相声大师魏龙豪与吴兆南最后一次登台演出是在哪一年？	1997年	2000年	1999年	1998年	4
424	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人体中最先衰老的器官是：	心脏	脾脏	肾脏	胸腺	4
425	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G欧元什么时候正式诞生？	1996年	1997年	1998年	1999年	4
426	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G冬天到了，春天还会远吗""语出："	福楼拜	歌德	罗兰	雪莱	4
427	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G干果中脂肪含量最高的是：	核桃仁	花生米	榛子	杏仁	1
428	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G除夏威夷之外，哪个州也是美国本土以外的州？	佛罗里达州	加州	阿拉斯加州	缅因州	3
429	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G每一个少数民族都有自己喜爱的颜色，生长在大草原的蒙古族喜爱：	蓝色	褐色	白色	黑色	3
430	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G骨折时伴随休克发生，应先治：	休克	骨折	同时治	先后都可以	1
431	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G为了便于让望远镜观测天体，天文台的房子屋顶被设计成：	方顶	无顶	圆顶	菱形顶	3
432	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G国际马拉松跑的赛程是：	42，195米	37，195米	40，195米	45，195米	1
433	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G娃娃鱼的产卵季节是：	夏初	春末	夏末	初秋	3
434	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G唯一能够前后左右飞行的鸟是：	蜂鸟	山鹰	蝙蝠	秃鹫	1
435	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最早的血压计用于测量谁的血压？	马	羊	人	牛	1
436	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《本草纲目》的作者是	沈括	华佗	李时珍	郦道元	3
437	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G美国历史上第一所高等学府是：	加州大学	斯坦福大学	麻省理工学院	哈佛大学	4
438	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最早的校园歌曲出现在：	日本	韩国	美国	英国	1
439	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G法国作家儒勒·凡尔纳被称为：	喜剧之父	悲剧之父	文学之父	科幻小说之父	4
440	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G金庸的籍贯是：	浙江海宁	江苏镇江	江苏南京	福建厦门	1
441	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G被称为菊月的月份是：	七月	八月	九月	十月	3
442	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G沙龙""源于哪国语言？"	美国	爱尔兰	法国	俄国	3
443	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G不同的颜色，其波长不同，因此能区别出？	明度	彩度	明视度	色相	4
444	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哈雷彗星绕太阳运行的周期约为：	56年	76年	60年	70年	2
445	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G陆地上哪种哺乳类动物体重最重	北极熊	大象	金刚	犀牛	2
446	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G往来太平洋与印度洋的必经海路是：	苏伊士运河	马六甲海峡	巴士海峡	对马海峡	2
447	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G云南的普洱茶""缘于什么？"	地名	人名	工艺名称	风俗名称	1
448	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《奥德赛》的主人公是：	波赛顿	宙斯	奥德修斯	厄尔普斯	3
449	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G一般认为篮球起源于：	英国	加拿大	美国	墨西哥	3
450	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上最大的冰川在哪个洲？	亚洲	北美洲	南极洲	欧洲	3
451	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界第一枚邮票出现在：	法国	美国	英国	西班牙	3
452	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中唐草书名家张旭，创立狂草，人称？	草王	草包	草圣	草侠	3
453	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最初发明溜冰，用途是：	娱乐手段	体育项目	交通工具	军事训练	3
454	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G自由女神像""是哪个国家送给美国的礼物？"	西班牙	德国	比利时	法国	4
455	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中唐草书名家张旭，创狂草，其代表作是？	头痛帖	牙痛帖	脚痛帖	肚痛帖	4
456	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界上第一例试管婴儿出身于：	1970年	1985年	1990年	1978年	4
457	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G章鱼有几只触手	6只	10只	12只	8只	4
458	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G蒲松龄的故居在：	山东兖州	山东淄博	山东泰安	山东临沂	2
459	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G小说《包法利夫人》的作者是：	鲁索	福楼拜	都德	狄更斯	2
460	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G中唐绘画巨匠吴道子（玄），擅画哪一种人物？	功臣	佛道	仕女	平民	2
461	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G有记录的世界上飞翔距离最远的是什么鸟？	雨燕	北极燕鸥	天鹅	大雁	2
462	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G科西嘉人属于：	东欧民族	西欧民族	南欧民族	中亚民族	2
463	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G恐龙属于：	卵生动物	爬行动物	哺乳动物	两栖动物	2
464	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G降半旗是把旗子下降到离旗杆顶的：	二分之一处	五分之一处	六分之一处	五分之二处	1
465	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G世界三大男高音""中的多明哥和卡列拉斯都是"""	西班牙	匈牙利	葡萄牙	奥地利	1
466	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G『宫廷绘画』最兴盛的时期是？	宋代	唐代	元代	明代	1
467	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人物画极盛之时是哪个朝代？	魏晋南北朝	周朝	汉朝	唐朝	1
468	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人常利用植物的特征来象征理想的人物，如岁寒三友是指？	松竹梅	梅兰竹	松竹菊	兰竹菊	1
469	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G山水受何种宗教影响甚大？	道教	佛教	基督教	儒教	1
470	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G目前世界上仍使用的公历又叫：	格里历	授时历	日历	不清楚	1
471	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G依照西方习俗， 订婚戒指戴在左手哪根手指上？	无名指	食指	中指	小拇指	1
472	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#GWTO是哪个组织的称呼？	世界贸易组织	关贸总协定	亚太经合组织	教科文组织	1
473	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G山水画的透视法常用？	一点透视	线远近法	形远近法	多点透视	4
474	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人体最大的器官是：	心脏	淋巴	大脑	皮肤	4
475	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G山水画极盛之时是哪个朝代？	唐朝	魏晋南北朝	元朝	五代	4
476	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G有无烟城市""之称的是："	赫尔辛基	斯德哥尔摩	奥斯陆	雷克雅末克	4
477	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G七大洲中面积第二的是：	南美洲	北美洲	欧洲	非洲	4
478	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G司空见惯""是说司空见惯了什么："	钱财	住宅	骏马	美女	4
479	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G被称为国际会议之都""的城市是："	洛桑	日内瓦	巴黎	纽约	2
480	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G民间染坊业祖师？	葛军	葛洪	葛蓝	葛黄	2
481	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G好莱坞位于美国什么州：	纽约州	加州	佛罗里达州	南卡罗莱纳州	2
482	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G席梦思""三个字源于什么？"	地名	人名	节日名	植物名	2
483	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G参加第一届古代奥运会的国家有：	三个	四个	五个	六个	1
484	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G水上芭蕾又称：	韵律泳	跳水	跳板	自由泳	1
485	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G民间烹饪业的祖师是哪一位？	詹王	詹深	食神	鸡姐	1
486	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G发射第一颗人造卫星的国家是：	前苏联	美国	法国	英国	1
487	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G企鹅是否可以生活在赤道附近？	可以	不可以	有些种类可以	不清楚	1
488	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G能使淀粉变成蓝黑色的是：	碘酒	料酒	咖啡因	明矾	1
489	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G先秦时代的艺术以什么最具代表性？	壁画	彩陶	黑陶	青铜器	4
490	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G自公元8世纪起，建筑庙宇时用来确定座向的工具是？	星座	指南车	木牛流马	罗盘	4
491	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G经常食用以下哪种食物容易引起铅中毒？	煮熟的鸡蛋	咸鸭蛋	卤蛋	皮蛋	4
492	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最原始的哺乳动物是：	鸭嘴兽	鳄鱼	蜥蜴	鲸鱼	1
493	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G史前艺术以什么为代表？	彩陶	黑陶	壁画	青铜器	1
494	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G易卜生曾写过：	玩偶之家	喜洋洋与灰太狼	威尼斯商人	天鹅湖	1
495	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G陶瓷工艺品，在何时开始名窑遍布全国各地，流派众多，百花竞艳？	宋代	唐代	元代	明代	1
496	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G毕加索在1950年前后曾发表一幅画作获国际和平奖，这幅画作是：	时光慧眼	日出	和平鸽	人生	3
497	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人的心脏共有几个心房和心室？	2个	3个	4个	6个	3
498	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G欧洲最大的半岛在：	南欧	北欧	西非	东欧	2
499	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G宋代的代表性刑罚是：	刺配	斩首	充军	发配	1
500	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G袈裟为什么也叫百纳衣？	多块布补缀成	住持衣钵	皇帝赏赐	佛祖所制	1
501	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G维纳斯是罗马神话中的：	爱神与美神	战神	太阳神	海神	1
502	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G乌拉尔山是跨哪两个大洲的山脉？	亚欧	南北美洲	亚非	欧非	1
503	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最早的中医学专著是什么？	《齐民要术》	《本草纲目》	《伤寒杂病论》	《黄帝内经》	4
504	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G涮羊肉起源于：	南宋	北宋	元朝	金朝	3
505	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《全唐诗》收录的是唐代：	一万五千多首诗	一万一千多首诗	四万八千多首诗	三万多首诗	3
506	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G四大名茶之一的龙井茶产地是：	福建武夷山	湖北武当山	浙江杭州	云南苍山	3
507	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《清明上河图》是一幅：	山水	社会风俗画	花鸟	鱼虫	2
508	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G建元""是哪一个皇帝使用的年号？"	光武帝	唐太宗	宋太祖	汉武帝	4
509	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古语说良贾不为折阅不市""说的是："	商人不因折本不买卖	商人因折本而买卖	商人重利	生意难做	1
510	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G玛瑙上的一圈圈花纹形成于：	不同时期	人工打磨	岩体压力	环境潮湿	1
511	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《史记》中的世家""是给什么人作的传？"	皇帝	诸侯王	平民	忠臣	2
512	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G花茶的种类是根据什么命名的？	原本就是花类	加入的鲜花	炒制工艺	酿造工艺	2
513	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G七月流火""指天气："	转阴	转晴	转暖	转凉	4
514	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G昙花一现""是""现""在："	晚上	白天	清晨	午后	1
515	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G围棋的产生与什么有关？	与古代战争有关	与古代文化有关	与古代科技有关	与古代经济有关	1
516	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G在狗的眼睛里世界是什么颜色的？	红色	只有黑白灰色	全部色彩	绿色	2
517	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古筝和古琴哪一个的弦更多？	古琴	古筝	一样多	不清楚	1
518	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G《窦娥冤》的作者是：	王实甫	施耐庵	关汉卿	罗贯中	3
519	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G花鸟画极盛之时是哪个朝代？	唐朝	两汉时期	魏晋南北朝	五代、宋朝	4
520	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G名不正则言不顺""是哪家的思想？"	儒家	法家	兵家	纵横家	1
521	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古人常用松鹤延年图祝寿，鹤是生长在：	山上	沼泽地	沙漠	戈壁	2
522	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古代游牧民族生活存在太阳崇拜吗？	不存在	说不清	存在	也许有	3
523	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G塔""属于什么建筑？"	佛教建筑	道家建筑	宫廷建筑	欧洲建筑	1
524	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G近代画『愚公移山』的作者是？	齐白石	李叔同	林风眠	徐悲鸿	4
525	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G围棋棋盘共有几个交叉点？	200	361	181	180	2
526	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G剪纸中，将剪好的图案再次上色使其颜色变化多彩的手法称为？	阳刻剪纸	衬色剪纸	阴刻剪纸	点色剪纸	4
527	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G打蛇打七寸""的七寸是指："	腰	头	心脏	尾	3
528	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G下列名称不属于二十四节气的是：	惊蛰	大伏	夏至	立春	2
529	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G五岳中的中岳是：	嵩山	泰山	五台山	燕山	1
530	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古迹龙门石窟位于哪个城市？	湖北武昌	山东泰安	河南洛阳	河南南阳	3
531	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G古代的死刑在什么季节行刑？	春季	夏季	秋季	冬季	3
532	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人类最古老的绘画形式是：	油画	壁画	水彩画	水墨画	2
533	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G河南出土的商代文物司母戊鼎""是用什么材料制作的？"	铁	青铜	黄金	白银	2
534	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G牵牛花的藤沿树干盘旋向上，其旋绕的方向是顺时针还是逆时针？	顺时针方向	逆时针方向	有顺有逆	不清楚	2
535	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人体含水量百分比最高的器官是哪个器官？	耳朵	眼球	嘴唇	头发	2
536	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G第一部绘画史是下列何者？	张彦远的『历代名画记』	顾恺之的『传神论』	宗炳的『山水序』	郭熙的『林泉高致集』	1
537	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G日晷的作用是什么？	定时器	气象仪	地动仪	简仪	1
538	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G海贝属于：	软件动物	爬行动物	两栖动物	腔肠动物	1
539	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哪种鸟类是不筑巢、不育雏的？	杜鹃	喜鹊	大雁	黄鹂	1
540	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G最早的大型文化遗迹，数以万计的是？	河南安阳甲骨文遗址	秦兵马俑	长沙楚墓	明十三陵	1
541	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G传统合院建筑中，空间的基本组成元素是院以及？	落	村	部	庄	1
542	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G地壳中含量最多的元素是：	氧	铁	硅	氮	1
543	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G以彩塑闻名的古代石窟艺术是？	敦煌石窟	龙门石窟	云岗石窟	巩县石窟	1
544	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G哺乳动物出现抽搐，有可能是血液中下列哪项成份的含量太低？	钙盐	海盐	井盐	碘盐	1
545	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G蝙蝠是一种：	小型兽类	鸟类	大型昆虫	两栖动物	1
546	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G烟草花叶病毒感染的烟叶制成的香烟是否将该种病毒传染给人？	不会	会	不清楚	有几率	1
547	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G历史上最有艺术成就的书法家，也是画家的皇帝是？	宋徽宗	宋钦宗	唐明皇	唐太宗	1
548	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G计算机病毒是：	木马	程序	蠕虫	宏	2
549	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G西红柿和茄子是同一科的吗？	不是	是	部分是	不清楚	2
550	1	"欢迎来到乌龙辞典，我这里要考一考你：\n\t#G啮齿类动物为什么要时常磨牙""？"	生活习性	牙不停生长	练习齿力	不清楚	2
551	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G表示两个氮原子的符号是：	2O	2N	2MG	N	2
552	1	欢迎来到乌龙辞典，我这里要考一考你：\n\t#G人体气管和支气管的内表面是：	真皮组织	纤毛上皮	淋巴组织	呼吸组织	2
